MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,SaleType,SaleCondition,LotFrontage_na,MasVnrArea_na,GarageYrBlt_na
0.0625,0.1875,-0.95620156640845,-0.07966331090808555,1.0,0.5,0.1111111111111111,0.3333333333333333,1.0,0.0,0.0,0.03925619834710744,0.08000000000000002,1.0,0.1875,0.12000000000000002,-0.02469135802469137,-0.0625,0.00010813148788927336,0.017199677506046764,0.0,0.0,0.1,0.1,0.1111111111111111,0.0,-0.4444444444444444,-0.125,0.25,-0.4444444444444444,-0.11111111111111108,-0.11111111111111108,5.551115123125783e-17,5.022801005162938e-07,-0.2,0.0,0.0003128095061298798,3.926915442742305e-05,0.5,0.0,1.0,0.3333333333333333,-1.9872975628550051,0.0,0.0,-1.87059277221657,0.0,0.0,0.2222222222222222,0.0,0.046875,0.1111111111111111,-0.4444444444444444,-0.13194444444444445,0.25,0.0,0.0,0.1875,0.0001746877456546423,0.0,0.1875,0.00030337331229945036,-0.125,-0.125,0.5,0.00013615649282659514,6.0158618223382313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.041322314049586785,0.2222222222222222,0.1875,0.0,0.0,0.0
0.0625,0.1875,-0.9580913010366053,-0.07966331090808555,1.0,0.5,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.01652892561983471,0.08000000000000002,1.0,0.1875,0.12000000000000002,-0.06172839506172839,-0.03125,0.002649221453287197,0.017199677506046764,0.0,0.0,0.06000000000000001,0.06000000000000001,0.2222222222222222,2.109375e-05,-0.4444444444444444,-0.125,0.125,-0.5555555555555555,-0.11111111111111108,-0.3333333333333333,-0.03999999999999998,2.53023600635083e-05,-0.2,0.0,5.3285481389020906e-05,2.820628895776022e-05,0.5,0.0,1.0,0.3333333333333333,-2.0346855421520953,0.0,0.0,-1.9120006486903822,0.1111111111111111,0.0,0.1111111111111111,0.25,0.046875,0.1111111111111111,-0.4444444444444444,-0.14583333333333331,0.25,0.0,0.0,0.1875,0.004279849768538736,-0.25,0.0625,0.00015516798924168607,-0.125,-0.125,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.5,0.0,-0.03305785123966942,0.2222222222222222,0.1875,0.0,0.0,0.0
0.07638888888888888,0.1875,-0.9808054348798081,-0.07966331090808555,1.0,0.5,0.0,0.1111111111111111,1.0,0.0,0.0,0.04338842975206612,0.08000000000000002,1.0,0.25,0.12000000000000002,-0.012345679012345678,-0.0625,0.0002703287197231834,0.018005912389142703,0.5,0.0,0.030000000000000006,0.020000000000000004,0.2222222222222222,0.0001609375,-0.33333333333333337,-0.125,0.25,-0.33333333333333337,-0.11111111111111108,-0.3333333333333333,5.551115123125783e-17,1.431498286471437e-05,-0.2,0.0,0.00027958697927194773,4.693012179866658e-05,0.5,0.0,1.0,0.3333333333333333,-1.9617742996498035,0.0,0.0,-1.848290404702991,0.1111111111111111,0.0,0.2222222222222222,0.0,0.03125,0.1111111111111111,-0.33333333333333337,-0.13888888888888887,0.25,0.1111111111111111,0.16000000000000003,0.1875,0.00043671936413660576,-0.25,0.125,0.00028646398013849737,-0.125,-0.125,0.5,0.0002668667259401265,0.000274055927462075,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.08264462809917356,0.2222222222222222,0.1875,0.0,0.0,0.0
0.0625,0.1875,-0.9621863849285184,-0.07966331090808555,1.0,0.5,0.2222222222222222,0.2222222222222222,1.0,0.0,0.0,0.020661157024793392,0.08000000000000002,1.0,0.1875,0.12000000000000002,-0.03703703703703705,-0.0625,0.0004865916955017301,0.019080892233270627,0.0,0.0,0.1,0.1,0.1111111111111111,0.0,-0.4444444444444444,-0.125,0.25,-0.4444444444444444,-0.11111111111111108,0.0,5.551115123125783e-17,4.529938656531324e-05,-0.2,0.0,8.413497061424353e-06,3.969774001462549e-05,0.5,0.0,1.0,0.3333333333333333,-1.984588069551949,0.0,0.0,-1.8682252020930123,0.1111111111111111,0.0,0.2222222222222222,0.0,0.046875,0.1111111111111111,-0.4444444444444444,-0.14583333333333331,0.25,0.1111111111111111,0.08000000000000002,0.1875,0.0007860948554458903,-0.25,0.125,0.00025562931560970076,-0.125,-0.125,0.5,0.0005473491011629125,8.355363642136433e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.03305785123966942,0.2222222222222222,0.1875,1.0,0.0,0.0
0.0625,0.1875,-0.9130850650558187,-0.07966331090808555,1.0,0.5,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.01652892561983471,0.08000000000000002,1.0,0.1875,0.12000000000000002,-0.04938271604938271,-0.0625,0.002378892733564014,0.028486965869389952,0.0,0.0,0.06000000000000001,0.07,0.2222222222222222,0.00010625000000000001,-0.5555555555555555,-0.125,0.125,-0.5555555555555555,-0.11111111111111108,-0.3333333333333333,-0.07999999999999999,1.5382328078311496e-05,-0.2,0.0,0.0002017081987803018,3.817090386021682e-05,0.5,-0.0625,1.0,0.3333333333333333,-1.9913598787410596,0.0,0.0,-1.8741424461402623,0.0,0.0,0.2222222222222222,0.0,0.046875,0.1111111111111111,-0.5555555555555555,-0.13194444444444445,0.25,0.1111111111111111,0.16000000000000003,0.1875,0.003843130404402131,-0.25,0.125,0.00028646398013849737,-0.125,-0.125,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.041322314049586785,0.2222222222222222,0.1875,0.0,0.0,0.0
0.07638888888888888,0.1875,-0.9721038703840305,-0.07966331090808555,1.0,0.5,0.0,0.1111111111111111,1.0,0.125,0.0,0.04338842975206612,0.08000000000000002,1.0,0.25,0.12000000000000002,-0.012345679012345678,-0.0625,0.0,0.0166621875839828,0.5,0.0,0.030000000000000006,0.020000000000000004,0.2222222222222222,0.00029921875,-0.33333333333333337,-0.125,0.25,-0.33333333333333337,-0.11111111111111108,-0.3333333333333333,5.551115123125783e-17,4.834445967469327e-05,-0.2,0.0,3.4948372408993466e-05,4.559079183865897e-05,0.5,0.0,1.0,0.3333333333333333,-1.9659208487969864,0.0,0.0,-1.851913682112705,0.1111111111111111,0.0,0.1111111111111111,0.25,0.015625,0.1111111111111111,-0.33333333333333337,-0.13194444444444445,0.25,0.1111111111111111,0.16000000000000003,0.1875,0.0,0.0,0.1875,0.0005231946303918389,-0.125,-0.125,0.5,0.0,0.00024063447289352925,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,-0.01652892561983471,0.3333333333333333,0.25,0.0,0.0,0.0
0.0625,0.1875,-0.8858417838503266,-0.07966331090808555,1.0,0.5,0.1111111111111111,0.1111111111111111,1.0,0.125,0.0,0.030991735537190087,0.08000000000000002,1.0,0.1875,0.12000000000000002,-0.012345679012345678,-0.0625,0.00010813148788927336,0.017199677506046764,0.0,0.0,0.1,0.1,0.1111111111111111,0.0,-0.4444444444444444,-0.125,0.25,-0.33333333333333337,-0.11111111111111108,-0.3333333333333333,-0.2,0.0,-0.2,0.0,0.0003883152489888163,4.821587856027388e-05,0.5,0.0,1.0,0.3333333333333333,-1.9579034747507988,0.0,0.0,-1.8449080566550846,0.0,0.0,0.2222222222222222,0.0,0.03125,0.1111111111111111,-0.33333333333333337,-0.13194444444444445,0.25,0.0,0.0,0.1875,0.0001746877456546423,0.0,0.125,0.00034912797579379366,-0.125,-0.125,0.5,0.00039213069934059404,0.000454531782132222,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.05785123966942149,0.2222222222222222,0.1875,0.0,0.0,0.0
0.020833333333333332,0.1875,-0.9679519287553044,-0.07966331090808555,1.0,0.5,0.0,0.1111111111111111,1.0,0.0,0.0,0.006198347107438016,0.04000000000000001,1.0,0.0625,0.04000000000000001,-0.06172839506172839,-0.03125,0.0058391003460207605,0.018005912389142703,0.0,0.0,0.030000000000000006,0.020000000000000004,0.1111111111111111,0.0,-0.5555555555555555,-0.125,0.125,-0.5555555555555555,-0.11111111111111108,-0.3333333333333333,-0.03999999999999998,3.40294768099789e-05,-0.2,0.0,4.055737044994304e-05,3.407255418259354e-05,0.5,-0.0625,1.0,0.3333333333333333,-2.0076260684635137,0.00026481116224705975,0.0,-1.8197962744214968,0.2222222222222222,0.0,0.2222222222222222,0.5,0.0625,0.2222222222222222,-0.5555555555555555,-0.11805555555555555,0.25,0.0,0.0,0.1875,0.002594465216007026,-0.5,0.0,0.0,-0.125,-0.125,0.0,0.0,0.00023395018197982012,0.0,0.0,0.0,0.0,0.0,0.25,0.5,0.0,-0.024793388429752067,0.2222222222222222,0.1875,0.0,0.0,1.0
0.048611111111111105,0.0625,-0.9621863849285184,-0.07966331090808555,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.010330578512396696,0.08000000000000002,1.0,0.1875,0.2,-0.02469135802469137,-0.03125,0.004487456747404844,0.01988712711636657,0.5,0.0,0.04000000000000001,0.030000000000000006,0.1111111111111111,0.0,-0.5555555555555555,-0.0625,0.25,-0.5555555555555555,-0.11111111111111108,-0.3333333333333333,-0.2,0.0,-0.2,0.0,0.0001268496480030133,1.5750520329689464e-05,0.5,-0.1875,1.0,0.3333333333333333,-2.0682493576847527,0.00023770226093944047,0.0,-1.8545889700708604,0.0,0.0,0.1111111111111111,0.0,0.046875,0.1111111111111111,-0.4444444444444444,-0.13194444444444445,0.25,0.1111111111111111,0.16000000000000003,0.0625,0.007249541444667656,-0.5,0.0625,0.00011339199213815521,-0.125,-0.125,0.5,0.0002614204662270627,0.00021055516378183813,0.0,0.0,0.0,0.0,0.0,0.1875,0.5,0.0,-0.04958677685950414,0.2222222222222222,0.1875,1.0,0.0,0.0
0.08333333333333333,0.1875,-0.943656532315288,-0.07966331090808555,1.0,0.5,0.1111111111111111,0.1111111111111111,1.0,0.0,0.0,0.024793388429752063,0.12000000000000002,1.0,0.1875,0.2,-0.03703703703703705,-0.0625,0.001513840830449827,0.02418704649287826,0.0,0.0,0.07,0.07,0.2222222222222222,7.1875e-05,-0.5555555555555555,-0.125,0.125,-0.4444444444444444,-0.11111111111111108,-0.3333333333333333,-0.07999999999999999,2.4800079962992008e-05,-0.16,1.0,2.8692182286395873e-05,3.72869460866118e-05,0.5,-0.125,1.0,0.3333333333333333,-1.9947153673417644,0.00039721674337058957,0.0,-1.7903345656013299,0.1111111111111111,0.0,0.3333333333333333,0.25,0.078125,0.1111111111111111,-0.4444444444444444,-0.09722222222222221,0.25,0.2222222222222222,0.12000000000000002,0.1875,0.002445628439164992,-0.25,0.125,0.00028049598055227866,-0.125,-0.125,0.5,0.0,0.0003743202911677122,0.0,0.0,1.0,0.0009529160332253729,1.0,0.1875,0.0,1.0,-0.041322314049586785,0.2222222222222222,0.1875,0.0,0.0,0.0
